wage,educ,whitecollar
15.051628221929036,0,0
264.0671921045538,0,0
163.5407824564653,0,0
64.62805214204036,0,0
67.85260027887898,1,1
23.112550127331133,1,1
48.728636277993246,1,0
49.21931686919743,1,0
4.69943720968854,0,0
90.37533833856833,0,0
15.100665375092149,0,0
122.65980135302459,1,0
54.54847779683723,1,1
44.61737768952162,0,0
3.079019785502055,0,0
16.567956715205355,1,0
107.91284040073276,1,0
23.06338340506477,1,0
49.167586855554305,0,0
69.63630430795831,0,0
64.24043897491208,1,0
54.00249673784981,1,0
7.60978671593989,0,0
57.99355836848031,1,1
26.14048292446978,0,0
66.86072206804465,1,0
115.09385734442469,1,1
125.32297910648833,1,1
121.45277296781171,1,1
33.5536968631792,1,0
53.57765740062348,0,0
100.72349252161814,1,1
10.706294753089765,1,1
77.06689501829885,1,0
87.27081080623532,1,1
110.87103814735019,0,0
39.086188343386766,1,1
29.59576231856306,1,1
42.3030138216958,0,0
62.121333666967644,0,0
43.43921436646099,1,1
81.06073045146093,1,1
20.6019193380788,1,0
52.22739701882597,1,1
84.76559059842339,0,0
15.14636223715047,1,1
66.239525911241,1,0
73.9851046159323,0,0
94.45390860342059,0,0
1.7786431888988545,1,1
17.947354269455218,0,0
73.98635710755457,1,0
82.82077219407495,1,0
70.32875203588355,0,0
47.989783119291246,1,0
109.10312940613676,1,1
34.25824661041838,1,1
100.16151144578669,0,0
106.99726093011304,1,1
66.27124188729852,1,0
134.5295739557631,0,0
1.065572288868907,1,1
48.19047741427835,0,0
35.12449190193786,0,0
26.7621361996587,1,1
11.66878555282608,1,0
10.401582675426084,0,0
71.16697563514651,0,0
54.842857129434606,1,1
165.15874100015446,1,1
72.34772353715084,0,0
36.42061172041076,1,1
152.0315781818017,0,0
95.41101680182055,1,1
20.211735798257905,0,0
39.168045312169625,0,0
68.39706926318911,1,0
14.548241850208228,1,1
62.38715164930784,1,1
30.82269111460721,0,0
15.784474497865176,0,0
82.90380023327782,1,0
0.9093763772518741,0,0
62.79194881079468,0,0
30.849346312234616,0,0
24.860384889944612,0,0
47.6707323862031,1,1
58.01179078848213,1,1
29.74337874330513,1,1
7.255075528120983,1,1
5.3093662872553296,1,0
29.405707362155,0,0
21.585528735577782,1,0
7.364377299883927,0,0
12.167759057634044,1,1
64.24687313766515,0,0
30.917785890586742,1,0
21.671548483246966,1,1
58.50638925510941,0,0
22.20385731063311,1,1
27.163472025264582,0,0
121.1572550402559,0,0
7.19686092722236,1,1
107.83560985850659,0,0
95.08962051446065,0,0
17.504222696829288,1,0
88.07952173662841,1,0
42.33568264286521,1,0
43.15605102650386,1,0
5.44699728273838,0,0
15.67712134043552,0,0
76.35081578657764,0,0
53.62826438422621,1,1
119.29294124611692,0,0
18.262813453487865,0,0
37.06721351178021,1,1
26.959364262089593,0,0
131.10848046028002,1,0
60.439342438903964,1,1
87.00161274432048,1,0
36.03888626980381,1,1
115.45772434869923,1,1
26.732652503210147,1,0
26.70874261690983,1,0
10.858819212571461,0,0
20.57799566308222,1,1
21.39853950355507,0,0
45.54949097723079,1,0
47.358924655791384,0,0
160.17597679040443,1,1
19.763174169437093,1,1
23.005348407398856,1,1
33.370584121809884,0,0
134.30566386606824,1,1
2.066834060522183,1,0
53.37075830725826,1,1
70.22082726423457,0,0
2.074145542011024,0,0
93.25247880308507,1,1
36.735157308696785,0,0
101.12683358885863,0,0
70.69921605673824,0,0
60.378464166043045,0,0
19.753399372393915,1,0
105.8443606156842,0,0
102.09621262824692,0,0
7.040948351819338,1,1
36.810586150132735,1,1
13.381110753640428,0,0
61.471686364275,0,0
111.77033929951324,1,1
69.00635343566103,1,1
31.642283585038854,1,1
127.60344272181828,1,0
36.897001085917964,1,0
47.4200349570433,0,0
7.064865983590835,1,1
20.307092603013302,1,0
15.75278393208498,1,1
59.136411094145956,0,0
95.98355380673638,1,1
186.20171973673712,1,1
72.74755481094621,1,0
36.76188976398703,0,0
89.19352422991835,0,0
146.96765599951402,1,0
27.813968477771027,0,0
57.89366008488366,0,0
77.69201615785926,0,0
21.330659252708415,0,0
79.58357919822424,0,0
31.264186433777695,1,1
86.47634826285548,1,1
3.2786762005624723,0,0
116.24065452571097,1,1
16.467390319623064,0,0
80.15033048990188,1,1
150.58227711522284,0,0
62.634667568533246,0,0
92.44268555874021,0,0
1.7584043622408672,1,0
17.053173065196347,0,0
77.92026907643753,1,1
145.7225541612637,0,0
47.246998780220906,1,0
34.72087483898804,1,1
23.913583235664987,1,0
47.31396918798998,0,0
98.25749214373468,1,0
90.2794258171665,1,1
29.728231658434197,1,0
54.097996387861826,0,0
87.88999324933218,1,1
134.21715964480768,0,0
10.69109168694888,1,1
15.525003535603446,1,1
27.409423501958486,0,0
148.2629560422813,0,0
51.76816044318116,0,0
111.4197047942614,0,0
95.15696867649194,1,0
16.244935321336698,0,0
32.620243014448306,1,1
33.6802010352975,1,1
15.792494092488369,1,1
33.79230523644628,1,1
12.322133705466854,1,0
75.55944136010692,0,0
29.548040044736467,1,0
33.244477989563734,0,0
48.78750469749002,0,0
2.750897454978599,0,0
43.530110237436475,1,0
49.65240637271688,1,1
20.88415737672551,1,1
137.31305248335025,0,0
7.385793415883995,1,1
8.412395256181753,1,1
67.61076329872924,0,0
20.209182357525037,0,0
58.288025773275194,0,0
13.30613929391825,1,0
34.13387648344985,0,0
29.82881693265483,0,0
18.10816609358551,0,0
92.15176925676565,1,1
77.36919306818152,1,0
56.93287465116532,0,0
6.916888496509273,0,0
149.22836817150755,1,1
53.75356732338798,1,0
6.496529546788565,0,0
17.200305186261744,0,0
38.74819822201698,1,0
47.15623519331484,1,0
113.79861387387905,1,1
122.41296685096927,1,0
69.94564935665835,1,1
45.70369214410482,0,0
51.86806396314739,0,0
73.0424018578808,0,0
65.6529945636587,1,0
49.27942504291207,1,0
18.140284987380596,1,1
26.161845756082357,1,0
13.535103604963865,0,0
39.27825354228776,1,0
52.63382607838548,1,0
12.91264340128589,1,0
84.48229127364175,0,0
175.00920365367608,1,1
14.148482369547878,0,0
16.97602687105939,0,0
45.82324515340213,0,0
73.21857284550356,0,0
70.78028456712661,0,0
53.93086897441856,1,0
13.80168889876984,1,1
19.229855089065722,1,0
62.81392691937481,1,1
28.948249403571822,0,0
36.378063435310764,1,1
22.71506299846851,0,0
125.24220009091243,0,0
91.46983897119287,1,0
35.3949830228031,0,0
30.74038274814677,1,1
80.01214513865705,1,0
82.42873133852561,0,0
122.63133875725737,0,0
35.06490495998389,0,0
138.57181130770152,1,1
58.77371199101913,1,1
38.29844216953779,0,0
16.036359351766464,0,0
63.644687353160634,1,0
32.12134277445307,1,0
50.47007579792353,0,0
65.99265153848842,1,0
24.184780108285963,1,0
78.93205957346731,1,1
54.85973380667383,0,0
104.65864712187499,0,0
75.34194325635372,1,0
96.95022988265725,0,0
7.84888004042682,0,0
18.103604343552888,0,0
68.06906790537096,1,0
78.26895686550972,1,0
71.12032761068917,0,0
72.7180782326576,0,0
107.17425378422013,1,0
45.630778208082575,0,0
0.9527914997421476,0,0
63.57790772667386,0,0
62.76499602577792,1,1
53.91889961218908,1,1
85.41539621990546,1,1
89.95772671265888,0,0
0.6154610931997695,1,0
65.991937593795,0,0
69.49333834831089,1,1
111.39516324777946,1,0
81.88498454067383,0,0
39.879559489485246,0,0
4.586088605390842,0,0
90.35721475331843,0,0
69.07148032710995,1,0
105.85178672747577,0,0
66.78402800978654,1,0
16.44017275506917,0,0
42.34877226023934,1,0
3.2526286227166565,0,0
36.67469540108664,0,0
11.269042052676014,1,1
71.17295538636631,0,0
153.93187370728117,1,0
79.7175777824765,0,0
105.54759460778791,0,0
149.2928868619083,0,0
63.49966456984839,0,0
76.50666560091929,1,1
7.485925460096041,0,0
60.88053874988873,0,0
102.55045273398093,0,0
61.29799851714449,1,1
19.29969481284695,0,0
27.06589709801301,0,0
15.427177256181608,0,0
74.47720905059259,1,0
40.74853092299793,0,0
101.39484326134709,1,1
84.05501392938936,1,0
126.46899183200048,0,0
59.051316531468274,1,1
45.13246775871869,0,0
96.67762822625218,0,0
46.943119831399144,0,0
51.382648733369024,1,0
90.48828162693155,0,0
69.94968488959535,0,0
152.43332371350914,0,0
120.00563859771796,0,0
35.56955649794634,0,0
56.59932174406026,1,1
25.200431693800738,1,1
4.115679240467784,1,0
38.94546722946063,0,0
31.748548188927316,0,0
42.07771396043643,0,0
60.336008388246,0,0
34.80192266673237,0,0
24.560279565988708,0,0
108.37870276160061,1,0
80.04315344664758,1,1
151.5825822527181,0,0
71.24980960381447,1,0
100.94799770123473,1,1
17.21745409126754,0,0
137.73365562795982,0,0
143.93332144312717,0,0
43.825817187856956,0,0
25.12241803013626,0,0
34.701968220811864,0,0
92.03519976544692,1,0
120.23411155937174,1,0
108.22567074288895,1,0
7.056767225641465,1,1
12.424734349098685,1,1
72.10060356254064,0,0
51.137769437263046,0,0
5.8027622084757695,1,1
63.447678666650745,1,0
87.78766662627208,0,0
123.76270564024105,1,0
7.840635065717834,1,1
43.71620929746723,1,0
42.62663645397049,1,1
119.33221463117604,1,0
21.961575372702328,1,1
65.91174194908979,1,1
97.52972833285446,0,0
132.64378710858637,0,0
52.98864480350153,1,1
42.72719272438678,1,1
29.830295606627146,1,0
28.19712475995368,1,1
109.03069645992093,1,1
142.32665678263152,1,0
2.5686569440096036,1,0
53.10038702335373,1,1
15.652944635445465,0,0
35.26333928816109,0,0
29.532739150091743,0,0
30.182942021224562,1,0
175.0037830045893,1,0
22.0610307563976,1,1
20.80608544919437,0,0
26.351097578702593,0,0
14.350206182030774,0,0
46.35846370734782,1,1
78.02849198917363,0,0
184.42252831104383,0,0
58.34010185113186,1,1
31.1623543431632,0,0
18.354903585893453,0,0
26.978542877747145,1,0
67.88183191315602,1,0
32.887546122796266,1,1
15.194175691956389,0,0
67.58816818227876,1,1
153.21776731351736,1,0
10.64303000835207,0,0
95.67641274025948,1,0
0.5290473106887248,0,0
13.784613664616472,1,0
1.7803296816397278,0,0
75.41059407769922,0,0
70.4556016919903,1,0
47.90363391487142,1,1
71.02797409271318,0,0
82.7429174163309,1,1
155.0794643872672,0,0
2.1400169430164624,0,0
1.1122431081188324,1,0
3.1754930303549145,1,1
32.465008776737704,1,1
120.04089016420971,0,0
97.27722327056995,1,0
47.88952614152777,0,0
0.7071800075424335,1,0
36.09635399682861,1,0
25.40130511297616,1,0
58.2236024998158,0,0
7.37435521981206,0,0
114.94625820696263,0,0
65.30169604763273,0,0
27.839841100326794,1,0
109.13918498585474,1,0
1.7438728988114462,0,0
6.233396572099423,0,0
15.49159964606963,0,0
2.5906131051173134,1,0
6.75962060006384,1,1
74.19901249362817,1,1
142.63964316715135,0,0
76.8372289209816,0,0
82.62304822008923,1,1
58.754452475401536,0,0
95.09077392557822,0,0
51.81624166035397,0,0
156.66129943912608,1,1
101.21597189409226,1,1
70.92621375879378,1,1
107.6557149471032,0,0
51.82269109560718,0,0
18.2657083957414,0,0
69.24866156292967,0,0
70.10335743373514,1,1
44.66940822340155,1,1
91.74414847712853,1,1
40.3034055980969,0,0
126.83256327028903,0,0
40.3383794872783,0,0
90.78477422732738,1,0
69.06289281411637,1,0
137.2970181498091,0,0
67.61638100149844,1,0
40.8262744285729,0,0
136.38918777953995,1,0
23.399973951873108,0,0
98.64184021939968,1,1
188.60125512770787,0,0
24.530525130721912,1,1
29.216418668829192,1,1
61.57168820437016,0,0
5.337584725911597,0,0
27.203994607513437,1,0
16.78988124749162,0,0
54.42921474102479,1,1
21.841308338785666,1,0
72.14272484772073,1,0
5.7307204150798725,0,0
15.592948059571427,1,1
29.790430898008253,0,0
14.167092959198385,0,0
125.8522673601858,0,0
